izq,izq_title,der,der_title,conf,supp,lift,conv
106642,"Day of the Doctor, The (2013)",58559,"Dark Knight, The (2008)",0.71,0.0,5.98,3.02
107406,Snowpiercer (2013),58559,"Dark Knight, The (2008)",0.71,0.0,5.97,3.02
85414,Source Code (2011),58559,"Dark Knight, The (2008)",0.71,0.01,5.97,3.02
2285,If.... (1968),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.8,0.0,5.97,4.27
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.72,0.0,5.97,3.09
64197,Hunger (2008),7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.97,3.16
53121,Shrek the Third (2007),4306,Shrek (2001),0.87,0.0,5.97,6.77
36276,Hidden (a.k.a. Cache) (Caché) (2005),7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.97,3.16
5333,Bob le Flambeur (1955),1208,Apocalypse Now (1979),0.75,0.0,5.96,3.45
89804,"Ides of March, The (2011)",58559,"Dark Knight, The (2008)",0.71,0.0,5.96,3.01
8239,Viridiana (1961),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.8,0.0,5.96,4.24
54999,Shoot 'Em Up (2007),58559,"Dark Knight, The (2008)",0.71,0.0,5.96,3.0
66297,Futurama: Into the Wild Green Yonder (2009),58559,"Dark Knight, The (2008)",0.71,0.0,5.96,3.0
97306,Seven Psychopaths (2012),58559,"Dark Knight, The (2008)",0.71,0.0,5.96,3.0
8044,I Am a Fugitive from a Chain Gang (1932),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.8,0.0,5.96,4.24
64983,Valkyrie (2008),58559,"Dark Knight, The (2008)",0.71,0.0,5.96,3.0
55555,"Edge of Heaven, The (Auf der anderen Seite) (2007)",7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.96,3.15
5410,Silent Running (1972),924,2001: A Space Odyssey (1968),0.74,0.0,5.96,3.41
2661,It Came from Outer Space (1953),924,2001: A Space Odyssey (1968),0.74,0.0,5.95,3.41
90600,Headhunters (Hodejegerne) (2011),58559,"Dark Knight, The (2008)",0.71,0.0,5.95,2.99
98809,"Hobbit: An Unexpected Journey, The (2012)",58559,"Dark Knight, The (2008)",0.71,0.01,5.95,2.99
68205,Crank: High Voltage (2009),58559,"Dark Knight, The (2008)",0.7,0.0,5.95,2.99
2847,Only Angels Have Wings (1939),912,Casablanca (1942),0.84,0.0,5.94,5.26
27611,Battlestar Galactica (2003),58559,"Dark Knight, The (2008)",0.7,0.01,5.94,2.98
6611,Umberto D. (1952),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.79,0.0,5.93,4.17
4713,Altered States (1980),924,2001: A Space Odyssey (1968),0.74,0.0,5.93,3.38
84772,Paul (2011),58559,"Dark Knight, The (2008)",0.7,0.0,5.93,2.97
61352,Traitor (2008),58559,"Dark Knight, The (2008)",0.7,0.0,5.92,2.96
90531,Shame (2011),7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.92,3.1
26258,"Topo, El (1970)",1206,"Clockwork Orange, A (1971)",0.76,0.0,5.92,3.57
90057,Take Shelter (2011),7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.92,3.1
103253,Elysium (2013),58559,"Dark Knight, The (2008)",0.7,0.0,5.92,2.96
2787,Cat's Eye (1985),1258,"Shining, The (1980)",0.72,0.0,5.92,3.09
30848,"Love Song for Bobby Long, A (2004)",7361,Eternal Sunshine of the Spotless Mind (2004),0.72,0.0,5.92,3.09
70286,District 9 (2009),58559,"Dark Knight, The (2008)",0.7,0.03,5.91,2.95
58299,Horton Hears a Who! (2008),58559,"Dark Knight, The (2008)",0.7,0.0,5.91,2.94
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.79,0.0,5.9,4.08
44788,This Film Is Not Yet Rated (2006),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.9,3.07
71745,Where the Wild Things Are (2009),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.9,3.06
8239,Viridiana (1961),924,2001: A Space Odyssey (1968),0.74,0.0,5.9,3.32
34437,Broken Flowers (2005),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.01,5.89,3.05
5932,Burden of Dreams (1982),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.79,0.0,5.88,4.04
39427,Stay (2005),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.88,3.05
36535,Everything Is Illuminated (2005),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.88,3.04
25940,"Lady from Shanghai, The (1947)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.78,0.0,5.88,4.02
79720,Animal Kingdom (2010),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.87,3.03
66665,Away We Go (2009),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.86,3.02
5054,Brainstorm (1983),924,2001: A Space Odyssey (1968),0.73,0.0,5.86,3.26
2730,Barry Lyndon (1975),924,2001: A Space Odyssey (1968),0.73,0.01,5.86,3.26
6645,THX 1138 (1971),924,2001: A Space Odyssey (1968),0.73,0.0,5.86,3.26
5932,Burden of Dreams (1982),1208,Apocalypse Now (1979),0.73,0.0,5.86,3.28
4798,Indiscreet (1958),912,Casablanca (1942),0.82,0.0,5.85,4.91
76173,Micmacs (Micmacs à tire-larigot) (2009),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.85,3.01
1004,"Glimmer Man, The (1996)",733,"Rock, The (1996)",0.74,0.0,5.85,3.31
5062,Seconds (1966),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.78,0.0,5.85,3.95
27879,DiG! (2004),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.84,3.0
55269,"Darjeeling Limited, The (2007)",7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.01,5.84,2.99
26350,"Passenger, The (Professione: reporter) (1975)",924,2001: A Space Odyssey (1968),0.73,0.0,5.84,3.23
55830,Be Kind Rewind (2008),7361,Eternal Sunshine of the Spotless Mind (2004),0.71,0.0,5.83,2.99
1936,Mrs. Miniver (1942),912,Casablanca (1942),0.82,0.0,5.83,4.8
74275,I Love You Phillip Morris (2009),7361,Eternal Sunshine of the Spotless Mind (2004),0.7,0.0,5.82,2.98
4966,"Incredible Shrinking Man, The (1957)",924,2001: A Space Odyssey (1968),0.73,0.0,5.82,3.21
59141,Son of Rambow (2007),7361,Eternal Sunshine of the Spotless Mind (2004),0.7,0.0,5.82,2.97
929,Foreign Correspondent (1940),912,Casablanca (1942),0.82,0.0,5.82,4.78
7055,Swing Time (1936),912,Casablanca (1942),0.82,0.0,5.81,4.75
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",7361,Eternal Sunshine of the Spotless Mind (2004),0.7,0.01,5.81,2.96
6530,"Tenant, The (Locataire, Le) (1976)",1206,"Clockwork Orange, A (1971)",0.74,0.0,5.81,3.37
42418,"New World, The (2005)",7361,Eternal Sunshine of the Spotless Mind (2004),0.7,0.0,5.81,2.96
6273,In a Lonely Place (1950),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.78,0.0,5.81,3.86
6412,Destry Rides Again (1939),912,Casablanca (1942),0.82,0.0,5.81,4.73
7484,Gimme Shelter (1970),1208,Apocalypse Now (1979),0.73,0.0,5.8,3.19
69604,Whatever Works (2009),7361,Eternal Sunshine of the Spotless Mind (2004),0.7,0.0,5.79,2.93
1938,"Lost Weekend, The (1945)",912,Casablanca (1942),0.81,0.0,5.77,4.59
3339,Cross of Iron (1977),1208,Apocalypse Now (1979),0.72,0.0,5.77,3.15
46855,Army of Shadows (L'armée des ombres) (1969),1208,Apocalypse Now (1979),0.72,0.0,5.77,3.15
3658,Quatermass and the Pit (1967),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.77,0.0,5.76,3.75
2730,Barry Lyndon (1975),1206,"Clockwork Orange, A (1971)",0.74,0.01,5.76,3.29
6611,Umberto D. (1952),924,2001: A Space Odyssey (1968),0.72,0.0,5.75,3.1
1432,Metro (1997),733,"Rock, The (1996)",0.72,0.0,5.75,3.15
7792,"Parallax View, The (1974)",924,2001: A Space Odyssey (1968),0.72,0.0,5.75,3.1
7937,"Silence, The (Tystnaden) (1963)",924,2001: A Space Odyssey (1968),0.72,0.0,5.74,3.09
6783,"Rules of the Game, The (La règle du jeu) (1939)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.77,0.0,5.74,3.71
5333,Bob le Flambeur (1955),111,Taxi Driver (1976),0.77,0.0,5.74,3.75
970,Beat the Devil (1953),912,Casablanca (1942),0.81,0.0,5.74,4.49
6301,Straw Dogs (1971),1206,"Clockwork Orange, A (1971)",0.73,0.0,5.74,3.26
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),1580,Men in Black (a.k.a. MIB) (1997),0.73,0.01,5.74,3.24
8360,Shrek 2 (2004),4306,Shrek (2001),0.84,0.04,5.74,5.35
7937,"Silence, The (Tystnaden) (1963)",1206,"Clockwork Orange, A (1971)",0.73,0.0,5.73,3.25
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.8,0.0,5.73,4.21
7218,"Ox-Bow Incident, The (1943)",912,Casablanca (1942),0.81,0.0,5.73,4.46
7924,Stray Dog (Nora inu) (1949),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.73,3.69
1939,"Best Years of Our Lives, The (1946)",912,Casablanca (1942),0.81,0.01,5.73,4.46
1940,Gentleman's Agreement (1947),912,Casablanca (1942),0.81,0.0,5.73,4.45
7943,"Killers, The (1946)",912,Casablanca (1942),0.81,0.0,5.73,4.45
6254,"Awful Truth, The (1937)",912,Casablanca (1942),0.81,0.0,5.73,4.45
3632,Monsieur Verdoux (1947),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.73,3.68
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),4306,Shrek (2001),0.84,0.0,5.72,5.28
8094,Bad Day at Black Rock (1955),912,Casablanca (1942),0.81,0.0,5.72,4.42
6273,In a Lonely Place (1950),912,Casablanca (1942),0.81,0.0,5.72,4.41
6774,Videodrome (1983),1206,"Clockwork Orange, A (1971)",0.73,0.0,5.72,3.22
26172,Point Blank (1967),111,Taxi Driver (1976),0.77,0.0,5.71,3.69
798,Daylight (1996),733,"Rock, The (1996)",0.72,0.0,5.71,3.1
5177,"Magnificent Ambersons, The (1942)",924,2001: A Space Odyssey (1968),0.71,0.0,5.71,3.05
973,Meet John Doe (1941),912,Casablanca (1942),0.8,0.0,5.71,4.39
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",924,2001: A Space Odyssey (1968),0.71,0.0,5.71,3.05
2867,Fright Night (1985),2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.71,0.0,5.71,3.0
3739,Trouble in Paradise (1932),912,Casablanca (1942),0.8,0.0,5.71,4.39
1301,Forbidden Planet (1956),924,2001: A Space Odyssey (1968),0.71,0.01,5.71,3.05
7070,Red River (1948),912,Casablanca (1942),0.8,0.0,5.71,4.38
5568,Johnny Dangerously (1984),2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.71,0.0,5.71,3.0
7792,"Parallax View, The (1974)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.7,3.62
8338,Black Narcissus (1947),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.7,3.62
6184,"Man Who Fell to Earth, The (1976)",924,2001: A Space Odyssey (1968),0.71,0.0,5.7,3.03
1178,Paths of Glory (1957),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.02,5.69,3.61
7926,High and Low (Tengoku to jigoku) (1963),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.69,3.61
8199,Ugetsu (Ugetsu monogatari) (1953),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.69,3.61
8690,Slaughterhouse-Five (1972),924,2001: A Space Odyssey (1968),0.71,0.0,5.69,3.03
4443,Outland (1981),924,2001: A Space Odyssey (1968),0.71,0.0,5.69,3.02
2660,"Thing from Another World, The (1951)",924,2001: A Space Odyssey (1968),0.71,0.0,5.68,3.01
5298,Human Nature (2001),2997,Being John Malkovich (1999),0.77,0.0,5.68,3.82
4407,Salvador (1986),1208,Apocalypse Now (1979),0.71,0.0,5.67,3.02
1935,How Green Was My Valley (1941),912,Casablanca (1942),0.8,0.0,5.67,4.28
2285,If.... (1968),924,2001: A Space Odyssey (1968),0.71,0.0,5.67,3.0
8195,"Avventura, L' (Adventure, The) (1960)",924,2001: A Space Odyssey (1968),0.71,0.0,5.67,3.0
7943,"Killers, The (1946)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.67,3.56
548,Terminal Velocity (1994),377,Speed (1994),0.8,0.0,5.66,4.27
7792,"Parallax View, The (1974)",1208,Apocalypse Now (1979),0.71,0.0,5.66,3.0
8491,White Heat (1949),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.66,3.54
5198,"Long Good Friday, The (1980)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.76,0.0,5.66,3.54
1925,Wings (1927),912,Casablanca (1942),0.8,0.0,5.66,4.23
544,Striking Distance (1993),377,Speed (1994),0.8,0.0,5.66,4.25
46855,Army of Shadows (L'armée des ombres) (1969),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.65,3.53
2796,Funny Farm (1988),2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.7,0.0,5.65,2.93
2726,"Killing, The (1956)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.01,5.64,3.51
6818,Come and See (Idi i smotri) (1985),1208,Apocalypse Now (1979),0.71,0.0,5.64,2.98
6460,"Trial, The (Procès, Le) (1962)",924,2001: A Space Odyssey (1968),0.7,0.0,5.64,2.96
7115,Deep Red (Profondo rosso) (1975),1206,"Clockwork Orange, A (1971)",0.72,0.0,5.64,3.11
8690,Slaughterhouse-Five (1972),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.63,3.5
5177,"Magnificent Ambersons, The (1942)",912,Casablanca (1942),0.79,0.0,5.63,4.16
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",1208,Apocalypse Now (1979),0.71,0.0,5.63,2.97
6301,Straw Dogs (1971),1208,Apocalypse Now (1979),0.7,0.0,5.63,2.96
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.63,3.49
7937,"Silence, The (Tystnaden) (1963)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.63,3.48
7938,Winter Light (Nattvardsgästerna) (1963),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.63,3.48
5440,She Wore a Yellow Ribbon (1949),912,Casablanca (1942),0.79,0.0,5.63,4.14
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",924,2001: A Space Odyssey (1968),0.7,0.0,5.62,2.94
5177,"Magnificent Ambersons, The (1942)",1208,Apocalypse Now (1979),0.7,0.0,5.62,2.96
6611,Umberto D. (1952),111,Taxi Driver (1976),0.75,0.0,5.62,3.51
7072,Stagecoach (1939),912,Casablanca (1942),0.79,0.0,5.62,4.12
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.62,3.47
7584,Woman of the Year (1942),912,Casablanca (1942),0.79,0.0,5.61,4.11
3571,Time Code (2000),2997,Being John Malkovich (1999),0.77,0.0,5.61,3.68
944,Lost Horizon (1937),912,Casablanca (1942),0.79,0.0,5.61,4.11
7044,Wild at Heart (1990),1206,"Clockwork Orange, A (1971)",0.72,0.0,5.61,3.07
8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.61,3.45
26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",1206,"Clockwork Orange, A (1971)",0.72,0.0,5.61,3.07
4298,Rififi (Du rififi chez les hommes) (1955),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.61,3.44
1942,All the King's Men (1949),912,Casablanca (1942),0.79,0.0,5.6,4.07
6460,"Trial, The (Procès, Le) (1962)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.6,3.43
25769,"Steamboat Bill, Jr. (1928)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.6,3.43
7216,High Sierra (1941),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.6,3.43
2204,Saboteur (1942),912,Casablanca (1942),0.79,0.0,5.59,4.05
5341,Lenny (1974),1208,Apocalypse Now (1979),0.7,0.0,5.59,2.92
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.75,0.0,5.58,3.4
8125,Sunrise: A Song of Two Humans (1927),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.58,3.4
5062,Seconds (1966),1206,"Clockwork Orange, A (1971)",0.71,0.0,5.58,3.02
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),1580,Men in Black (a.k.a. MIB) (1997),0.71,0.0,5.57,3.01
4432,Sweet Smell of Success (1957),912,Casablanca (1942),0.78,0.0,5.57,3.99
3334,Key Largo (1948),912,Casablanca (1942),0.78,0.01,5.57,3.98
959,Of Human Bondage (1934),912,Casablanca (1942),0.78,0.0,5.57,3.98
5477,Sex and Lucia (Lucía y el sexo) (2001),4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.77,0.0,5.57,3.78
8772,"Spy Who Came in from the Cold, The (1965)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.56,3.37
4426,Kiss Me Deadly (1955),111,Taxi Driver (1976),0.74,0.0,5.56,3.39
8094,Bad Day at Black Rock (1955),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.56,3.36
3802,Freejack (1992),1580,Men in Black (a.k.a. MIB) (1997),0.71,0.0,5.56,2.99
2730,Barry Lyndon (1975),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.01,5.56,3.35
7210,My Darling Clementine (1946),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.56,3.35
39869,Manderlay (2005),1206,"Clockwork Orange, A (1971)",0.71,0.0,5.55,2.99
7223,D.O.A. (1950),912,Casablanca (1942),0.78,0.0,5.55,3.94
43460,Tristram Shandy: A Cock and Bull Story (2005),2997,Being John Malkovich (1999),0.76,0.0,5.55,3.55
8772,"Spy Who Came in from the Cold, The (1965)",912,Casablanca (1942),0.78,0.0,5.55,3.94
7056,"Public Enemy, The (1931)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.55,3.34
3676,Eraserhead (1977),1206,"Clockwork Orange, A (1971)",0.71,0.01,5.55,2.98
5890,Elling (2001),4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.77,0.0,5.54,3.73
26172,Point Blank (1967),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.54,3.33
6301,Straw Dogs (1971),111,Taxi Driver (1976),0.74,0.0,5.54,3.36
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",1206,"Clockwork Orange, A (1971)",0.71,0.0,5.54,2.97
6818,Come and See (Idi i smotri) (1985),1206,"Clockwork Orange, A (1971)",0.71,0.0,5.54,2.97
2927,Brief Encounter (1946),912,Casablanca (1942),0.78,0.0,5.54,3.9
26350,"Passenger, The (Professione: reporter) (1975)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.53,3.32
5825,"Life and Death of Colonel Blimp, The (1943)",912,Casablanca (1942),0.78,0.0,5.53,3.89
8690,Slaughterhouse-Five (1972),1206,"Clockwork Orange, A (1971)",0.71,0.0,5.53,2.96
8712,My Favorite Wife (1940),912,Casablanca (1942),0.78,0.0,5.52,3.88
4801,"Little Foxes, The (1941)",912,Casablanca (1942),0.78,0.0,5.52,3.88
7941,Smiles of a Summer Night (Sommarnattens leende) (1955),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.52,3.3
5604,"Man in the White Suit, The (1951)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.52,3.29
7478,Swimming to Cambodia (1987),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.74,0.0,5.52,3.29
8337,"Caine Mutiny, The (1954)",912,Casablanca (1942),0.78,0.0,5.51,3.84
8195,"Avventura, L' (Adventure, The) (1960)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.51,3.27
7983,Broadway Danny Rose (1984),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.5,3.27
897,For Whom the Bell Tolls (1943),912,Casablanca (1942),0.78,0.0,5.5,3.82
5483,"Kid Stays in the Picture, The (2002)",2997,Being John Malkovich (1999),0.75,0.0,5.5,3.45
6660,"Red Shoes, The (1948)",912,Casablanca (1942),0.78,0.0,5.5,3.82
5333,Bob le Flambeur (1955),1206,"Clockwork Orange, A (1971)",0.7,0.0,5.5,2.92
3129,Sweet and Lowdown (1999),2997,Being John Malkovich (1999),0.75,0.01,5.5,3.44
4644,Bread and Tulips (Pane e tulipani) (2000),4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.76,0.0,5.49,3.62
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.49,3.24
5341,Lenny (1974),111,Taxi Driver (1976),0.74,0.0,5.49,3.27
7484,Gimme Shelter (1970),111,Taxi Driver (1976),0.74,0.0,5.49,3.27
936,Ninotchka (1939),912,Casablanca (1942),0.77,0.01,5.48,3.78
25940,"Lady from Shanghai, The (1947)",912,Casablanca (1942),0.77,0.0,5.48,3.77
6650,Kind Hearts and Coronets (1949),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.48,3.22
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.47,3.22
4190,Elmer Gantry (1960),912,Casablanca (1942),0.77,0.0,5.47,3.75
8239,Viridiana (1961),111,Taxi Driver (1976),0.73,0.0,5.46,3.23
6271,Day for Night (La Nuit Américaine) (1973),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.46,3.2
8907,Shark Tale (2004),4306,Shrek (2001),0.8,0.0,5.46,4.27
6023,Band of Outsiders (Bande à part) (1964),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.46,3.2
7840,Gunga Din (1939),912,Casablanca (1942),0.77,0.0,5.46,3.72
5603,"Lavender Hill Mob, The (1951)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.46,3.19
7728,"Postman Always Rings Twice, The (1946)",912,Casablanca (1942),0.77,0.0,5.46,3.71
32291,Melinda and Melinda (2004),4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.76,0.0,5.45,3.54
746,Force of Evil (1948),912,Casablanca (1942),0.77,0.0,5.45,3.71
7560,Fail-Safe (1964),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.45,3.18
7210,My Darling Clementine (1946),912,Casablanca (1942),0.77,0.0,5.45,3.7
2210,Sabotage (1936),912,Casablanca (1942),0.77,0.0,5.45,3.69
7820,"Virgin Spring, The (Jungfrukällan) (1960)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.44,3.17
3038,"Face in the Crowd, A (1957)",912,Casablanca (1942),0.77,0.0,5.44,3.69
3134,Grand Illusion (La grande illusion) (1937),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.01,5.44,3.17
52579,"Vie en Rose, La (Môme, La) (2007)",4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.75,0.0,5.44,3.51
6858,Knife in the Water (Nóz w wodzie) (1962),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.44,3.16
5017,"Big Heat, The (1953)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.44,3.16
1162,"Ruling Class, The (1972)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.73,0.0,5.43,3.15
5867,Thief (1981),111,Taxi Driver (1976),0.73,0.0,5.43,3.18
982,Picnic (1955),912,Casablanca (1942),0.77,0.0,5.43,3.66
25777,Monkey Business (1931),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.43,3.15
2511,"Long Goodbye, The (1973)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.43,3.15
2377,Lifeforce (1985),1200,Aliens (1986),0.76,0.0,5.43,3.65
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.43,3.14
8491,White Heat (1949),912,Casablanca (1942),0.76,0.0,5.42,3.64
2034,"Black Hole, The (1979)",1200,Aliens (1986),0.76,0.0,5.42,3.64
8042,Mean Streets (1973),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.42,3.14
3075,Repulsion (1965),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.42,3.13
7072,Stagecoach (1939),750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.42,3.13
3038,"Face in the Crowd, A (1957)",750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.72,0.0,5.42,3.13
4443,Outland (1981),1200,Aliens (1986),0.76,0.0,5.42,3.63
1254,"Treasure of the Sierra Madre, The (1948)",912,Casablanca (1942),0.76,0.02,5.42,3.63
